Wavelength;Abs_001;Std.Dev_001;Abs_002;Std.Dev_002;Abs_004;Std.Dev_004;Abs_006;Std.Dev_006;Abs_008;Std.Dev_008;Abs_01;Std.Dev_01;Abs_03;Std.Dev_03;Abs_05;Std.Dev_05;Abs_08;Std.Dev_08;Abs_1;Std.Dev_1;Abs_2;Std.Dev_2;Abs_4;Std.Dev_4;Abs_6;Std.Dev_6;Abs_8;Std.Dev_8;Abs_acida;Std.Dev_acida;Abs_basica;Std.Dev_basica
384;0,183197;1,20E-04;0,196057;1,04E-04;0,197107;1,20E-04;0,193086;1,36E-04;0,205058;1,05E-04;0,188159;1,37E-04;0,195206;1,22E-04;0,199902;1,10E-04;0,195548;9,43E-05;0,199987;1,19E-04;0,198499;1,43E-04;0,211668;9,30E-05;0,203127;1,19E-04;0,189643;1,08E-04;0,212484;1,07E-04;0,188029;1,03E-04
385;0,185774;1,04E-04;0,198962;1,00E-04;0,200159;1,14E-04;0,19581;1,78E-04;0,20806;1,39E-04;0,190834;1,07E-04;0,198119;1,21E-04;0,202805;9,87E-05;0,198559;1,14E-04;0,20264;9,40E-05;0,20142;1,10E-04;0,214703;9,16E-05;0,206093;1,17E-04;0,192332;1,20E-04;0,21531;1,16E-04;0,190907;1,07E-04
386;0,188524;1,36E-04;0,201685;1,39E-04;0,203094;1,33E-04;0,198736;1,25E-04;0,211069;1,68E-04;0,193496;1,24E-04;0,201054;1,51E-04;0,206048;1,18E-04;0,201437;1,09E-04;0,205702;1,14E-04;0,204113;9,22E-05;0,217593;1,37E-04;0,208951;1,41E-04;0,194996;1,36E-04;0,218476;1,20E-04;0,193637;1,59E-04
387;0,191487;1,08E-04;0,204815;1,31E-04;0,206274;1,44E-04;0,201897;9,83E-05;0,214374;1,61E-04;0,196621;1,14E-04;0,204093;1,39E-04;0,209193;1,10E-04;0,204311;1,02E-04;0,208801;1,17E-04;0,207445;1,07E-04;0,220619;1,55E-04;0,211765;1,10E-04;0,197625;1,12E-04;0,221948;1,67E-04;0,1963;1,10E-04
388;0,193968;1,19E-04;0,207426;1,09E-04;0,208688;1,02E-04;0,204546;1,14E-04;0,217159;1,09E-04;0,199242;1,22E-04;0,206595;1,34E-04;0,211695;1,32E-04;0,206864;1,29E-04;0,211526;9,35E-05;0,209843;1,29E-04;0,223211;1,23E-04;0,214306;1,07E-04;0,199983;1,12E-04;0,225028;1,06E-04;0,198226;1,01E-04
389;0,196567;1,13E-04;0,210048;1,13E-04;0,211353;1,27E-04;0,206179;1,27E-04;0,219933;9,89E-05;0,201705;1,10E-04;0,20911;1,16E-04;0,214585;1,29E-04;0,209626;1,67E-04;0,214314;9,70E-05;0,21253;1,02E-04;0,225528;1,40E-04;0,216522;1,45E-04;0,202488;1,11E-04;0,227819;9,85E-05;0,200229;9,89E-05
390;0,199077;1,01E-04;0,212941;9,97E-05;0,214391;1,21E-04;0,209011;8,84E-05;0,223163;6,69E-05;0,204676;7,94E-05;0,212111;7,13E-05;0,217341;7,21E-05;0,212456;1,19E-04;0,217476;8,48E-05;0,215442;7,53E-05;0,228536;1,25E-04;0,219301;1,19E-04;0,204958;1,25E-04;0,231374;1,51E-04;0,202071;7,33E-05
391;0,201996;1,04E-04;0,215996;1,25E-04;0,217512;1,06E-04;0,212355;1,24E-04;0,226384;1,08E-04;0,207367;1,03E-04;0,215041;8,68E-05;0,220526;8,06E-05;0,215355;1,18E-04;0,220634;9,70E-05;0,218236;8,89E-05;0,231222;9,97E-05;0,221826;1,16E-04;0,207279;1,44E-04;0,235565;1,98E-04;0,204144;9,48E-05
392;0,205063;1,07E-04;0,219176;9,37E-05;0,22087;8,34E-05;0,216014;1,05E-04;0,229625;1,16E-04;0,210433;1,18E-04;0,218148;1,01E-04;0,223553;9,16E-05;0,218338;8,50E-05;0,223932;8,83E-05;0,221292;7,78E-05;0,234783;8,98E-05;0,22481;1,27E-04;0,209703;1,30E-04;0,240323;1,56E-04;0,206105;9,42E-05
393;0,207442;9,44E-05;0,221611;1,36E-04;0,223179;1,51E-04;0,217732;1,41E-04;0,232008;1,33E-04;0,212967;7,76E-05;0,220144;1,33E-04;0,226098;1,09E-04;0,22061;8,87E-05;0,226209;1,00E-04;0,223246;7,63E-05;0,236447;9,20E-05;0,226911;1,50E-04;0,211738;1,13E-04;0,242904;1,35E-04;0,206779;1,12E-04
394;0,209866;9,33E-05;0,224004;9,71E-05;0,225945;1,51E-04;0,219694;1,18E-04;0,235206;1,43E-04;0,215276;1,27E-04;0,22263;1,23E-04;0,228769;1,22E-04;0,223393;1,30E-04;0,229027;9,60E-05;0,225791;1,08E-04;0,238513;1,30E-04;0,22846;1,23E-04;0,213631;9,04E-05;0,24649;1,41E-04;0,207749;7,83E-05
395;0,212497;1,26E-04;0,227176;8,52E-05;0,228624;1,42E-04;0,222467;9,12E-05;0,237981;1,07E-04;0,217971;9,01E-05;0,225286;1,09E-04;0,231544;9,46E-05;0,225982;8,60E-05;0,231927;8,24E-05;0,228067;7,85E-05;0,24078;1,44E-04;0,231074;7,85E-05;0,215951;8,93E-05;0,250615;2,17E-04;0,208798;7,68E-05
396;0,215282;1,09E-04;0,229714;1,12E-04;0,231607;1,47E-04;0,225062;1,26E-04;0,240663;9,25E-05;0,220365;1,03E-04;0,227807;1,22E-04;0,234396;1,23E-04;0,2287;1,15E-04;0,234841;9,96E-05;0,230631;9,73E-05;0,243109;1,11E-04;0,232682;1,06E-04;0,217587;1,15E-04;0,254847;1,59E-04;0,209655;1,02E-04
397;0,217889;1,13E-04;0,232765;1,14E-04;0,234751;1,51E-04;0,228459;1,11E-04;0,24372;1,11E-04;0,223218;1,10E-04;0,23074;1,59E-04;0,237414;1,49E-04;0,231571;1,28E-04;0,237989;1,33E-04;0,233086;1,18E-04;0,24565;1,27E-04;0,235437;1,36E-04;0,219558;1,35E-04;0,259667;1,56E-04;0,210224;1,63E-04
398;0,220346;1,01E-04;0,235487;1,14E-04;0,237532;1,45E-04;0,231237;8,82E-05;0,246535;1,13E-04;0,225683;1,06E-04;0,233145;1,51E-04;0,239916;1,07E-04;0,233796;1,31E-04;0,240591;1,78E-04;0,235173;1,17E-04;0,247365;1,15E-04;0,236951;1,29E-04;0,220887;1,17E-04;0,264043;1,22E-04;0,210286;1,18E-04
399;0,222448;1,36E-04;0,237679;1,29E-04;0,239474;1,74E-04;0,232038;1,12E-04;0,248654;1,07E-04;0,227375;1,40E-04;0,234594;1,41E-04;0,241665;1,26E-04;0,235925;1,67E-04;0,242356;1,74E-04;0,236622;1,22E-04;0,248761;1,23E-04;0,238142;1,24E-04;0,22237;1,43E-04;0,266903;1,41E-04;0,209764;1,19E-04
400;0,224699;1,36E-04;0,240096;1,07E-04;0,241934;1,56E-04;0,23411;1,16E-04;0,251105;1,43E-04;0,229885;1,62E-04;0,2368;1,65E-04;0,244061;1,53E-04;0,238118;1,68E-04;0,245356;1,56E-04;0,238396;1,38E-04;0,25012;1,56E-04;0,23957;1,15E-04;0,223862;1,45E-04;0,270911;1,67E-04;0,20944;1,24E-04
401;0,227299;1,01E-04;0,242975;1,20E-04;0,245082;1,92E-04;0,237199;1,34E-04;0,254148;1,54E-04;0,232688;1,40E-04;0,239219;1,26E-04;0,246717;2,36E-04;0,240965;1,29E-04;0,248107;1,00E-04;0,240968;1,44E-04;0,252484;1,09E-04;0,241311;1,31E-04;0,225248;1,14E-04;0,276439;1,75E-04;0,20904;1,43E-04
402;0,229615;1,21E-04;0,245353;1,50E-04;0,247369;1,56E-04;0,23941;1,70E-04;0,256537;1,74E-04;0,234727;1,62E-04;0,241491;1,16E-04;0,249217;1,77E-04;0,243137;1,06E-04;0,250559;1,32E-04;0,242588;1,15E-04;0,253752;1,28E-04;0,242689;1,12E-04;0,226549;1,18E-04;0,2808;1,91E-04;0,208418;1,06E-04
403;0,231875;1,21E-04;0,248063;1,49E-04;0,250028;1,05E-04;0,241787;1,28E-04;0,258983;1,47E-04;0,236742;1,53E-04;0,243723;1,39E-04;0,251487;1,62E-04;0,245449;1,15E-04;0,252952;1,51E-04;0,244171;1,30E-04;0,254985;1,15E-04;0,243982;1,38E-04;0,227527;1,09E-04;0,285468;2,23E-04;0,207386;1,10E-04
404;0,233999;9,57E-05;0,250535;1,17E-04;0,252546;1,10E-04;0,244434;1,42E-04;0,261673;1,94E-04;0,238894;1,14E-04;0,245887;1,56E-04;0,253875;1,46E-04;0,247586;1,18E-04;0,255429;1,67E-04;0,245869;1,06E-04;0,256873;1,06E-04;0,245224;1,04E-04;0,228369;8,85E-05;0,290653;1,35E-04;0,206161;1,21E-04
405;0,2362;1,11E-04;0,252689;9,70E-05;0,254447;1,21E-04;0,246583;1,27E-04;0,263646;1,50E-04;0,241053;1,02E-04;0,247599;1,65E-04;0,255943;1,58E-04;0,249348;1,35E-04;0,257621;1,47E-04;0,24721;1,41E-04;0,257798;1,06E-04;0,24613;1,00E-04;0,22923;1,28E-04;0,295234;1,46E-04;0,20464;1,40E-04
406;0,238041;1,82E-04;0,254331;1,49E-04;0,256371;1,13E-04;0,24726;1,41E-04;0,265558;1,35E-04;0,242399;1,53E-04;0,248733;1,54E-04;0,257342;1,70E-04;0,250915;1,17E-04;0,259455;1,71E-04;0,247952;1,05E-04;0,258036;1,17E-04;0,24643;9,54E-05;0,229532;1,44E-04;0,298806;2,11E-04;0,202433;1,15E-04
407;0,239565;1,68E-04;0,256312;2,07E-04;0,258107;1,37E-04;0,248787;1,44E-04;0,267746;1,11E-04;0,244104;1,57E-04;0,250146;1,66E-04;0,259218;1,61E-04;0,25272;1,49E-04;0,261449;1,35E-04;0,2492;1,26E-04;0,258909;2,07E-04;0,246986;1,35E-04;0,230258;1,88E-04;0,303311;1,84E-04;0,200247;1,72E-04
408;0,241485;1,52E-04;0,258834;2,38E-04;0,260789;1,29E-04;0,251846;1,64E-04;0,269581;1,35E-04;0,246383;1,86E-04;0,251977;1,72E-04;0,261184;2,07E-04;0,254835;1,64E-04;0,263855;1,35E-04;0,250581;1,88E-04;0,259973;2,16E-04;0,247775;1,64E-04;0,230469;1,60E-04;0,308758;2,21E-04;0,198143;1,70E-04
409;0,243335;1,17E-04;0,260676;1,79E-04;0,262772;1,44E-04;0,25352;1,28E-04;0,271713;1,34E-04;0,247807;1,14E-04;0,25374;1,40E-04;0,263062;1,45E-04;0,256451;1,66E-04;0,265547;1,51E-04;0,251504;1,19E-04;0,260534;1,76E-04;0,248497;1,64E-04;0,23079;1,25E-04;0,313582;1,75E-04;0,19569;1,59E-04
410;0,244776;1,18E-04;0,262486;1,80E-04;0,264232;1,75E-04;0,254563;1,62E-04;0,273082;1,44E-04;0,249156;1,46E-04;0,254569;1,79E-04;0,264506;1,74E-04;0,257549;1,67E-04;0,267431;1,31E-04;0,251597;1,26E-04;0,260505;1,50E-04;0,248399;1,66E-04;0,230552;1,27E-04;0,317578;1,96E-04;0,192507;1,69E-04
411;0,246384;9,81E-05;0,26409;1,53E-04;0,266066;1,89E-04;0,256354;1,21E-04;0,274959;1,61E-04;0,250851;1,36E-04;0,255633;1,84E-04;0,265794;1,32E-04;0,259248;1,35E-04;0,269021;1,09E-04;0,252879;1,09E-04;0,261034;1,09E-04;0,248455;1,72E-04;0,230466;1,10E-04;0,32269;1,82E-04;0,189893;1,35E-04
412;0,248428;2,01E-04;0,266265;1,68E-04;0,268019;1,68E-04;0,259043;1,30E-04;0,276769;1,57E-04;0,252418;2,00E-04;0,257467;1,36E-04;0,267605;1,56E-04;0,260362;1,38E-04;0,271129;1,90E-04;0,253452;1,17E-04;0,261694;1,34E-04;0,249256;1,29E-04;0,230478;1,56E-04;0,328089;1,39E-04;0,186857;1,64E-04
413;0,249301;1,64E-04;0,267727;1,83E-04;0,269691;1,53E-04;0,25947;1,38E-04;0,277885;1,40E-04;0,253208;1,45E-04;0,25805;1,90E-04;0,268553;1,56E-04;0,261734;1,82E-04;0,272222;1,83E-04;0,253518;1,66E-04;0,261102;1,25E-04;0,248624;1,56E-04;0,229852;1,75E-04;0,331915;1,88E-04;0,183431;1,55E-04
414;0,250391;1,40E-04;0,268812;1,64E-04;0,270368;1,37E-04;0,259763;1,77E-04;0,279245;1,50E-04;0,253807;1,59E-04;0,258542;1,87E-04;0,269384;1,95E-04;0,262453;1,80E-04;0,273011;1,44E-04;0,253378;1,88E-04;0,260577;1,11E-04;0,248017;1,45E-04;0,22965;2,00E-04;0,335719;2,41E-04;0,179418;1,91E-04
415;0,251856;1,56E-04;0,270243;1,85E-04;0,271995;1,57E-04;0,261251;2,77E-04;0,28039;2,05E-04;0,255272;1,83E-04;0,259121;1,97E-04;0,270414;2,14E-04;0,263304;1,97E-04;0,274569;1,24E-04;0,254002;1,76E-04;0,260196;1,21E-04;0,247654;1,51E-04;0,228628;2,10E-04;0,340343;2,52E-04;0,175736;1,70E-04
416;0,253026;1,44E-04;0,271652;1,63E-04;0,273232;1,27E-04;0,262742;1,92E-04;0,281612;2,03E-04;0,256774;1,15E-04;0,26035;2,01E-04;0,271549;2,18E-04;0,264409;1,37E-04;0,276138;1,70E-04;0,254212;1,80E-04;0,260468;1,43E-04;0,247363;1,46E-04;0,22834;1,45E-04;0,345177;2,16E-04;0,171955;1,74E-04
417;0,253648;1,56E-04;0,272755;1,47E-04;0,274188;1,59E-04;0,263572;2,05E-04;0,282268;1,48E-04;0,257275;1,18E-04;0,260681;1,79E-04;0,272357;1,47E-04;0,265134;1,37E-04;0,277169;1,95E-04;0,25358;1,72E-04;0,259572;1,95E-04;0,246663;1,35E-04;0,227521;1,58E-04;0,349175;2,32E-04;0,167721;1,64E-04
418;0,25465;1,77E-04;0,273819;1,66E-04;0,275403;1,51E-04;0,264349;1,35E-04;0,283219;1,69E-04;0,257822;1,99E-04;0,261226;1,54E-04;0,272743;1,49E-04;0,265731;1,41E-04;0,277527;1,21E-04;0,253565;1,98E-04;0,258874;1,36E-04;0,245559;1,55E-04;0,226468;1,32E-04;0,35362;1,81E-04;0,163416;1,17E-04
419;0,255728;2,16E-04;0,275208;1,44E-04;0,276414;2,34E-04;0,265668;1,74E-04;0,284219;2,61E-04;0,258689;2,26E-04;0,261582;1,62E-04;0,273837;1,87E-04;0,266437;1,80E-04;0,278745;1,39E-04;0,253468;2,53E-04;0,258121;1,40E-04;0,244947;2,31E-04;0,225369;1,49E-04;0,358112;2,71E-04;0,159383;1,56E-04
420;0,256725;2,01E-04;0,276675;1,50E-04;0,277948;2,01E-04;0,267331;2,07E-04;0,285336;2,27E-04;0,259742;1,71E-04;0,262488;1,85E-04;0,274755;2,04E-04;0,267533;1,77E-04;0,280215;1,78E-04;0,253615;1,95E-04;0,257781;1,36E-04;0,244524;1,96E-04;0,224306;1,98E-04;0,363421;2,64E-04;0,155619;1,66E-04
421;0,25764;1,52E-04;0,277723;1,81E-04;0,278759;2,14E-04;0,268464;1,70E-04;0,286248;2,16E-04;0,260356;1,86E-04;0,262738;2,24E-04;0,275416;2,08E-04;0,267721;2,44E-04;0,281562;1,94E-04;0,253119;1,69E-04;0,257464;1,45E-04;0,24369;1,98E-04;0,223137;1,61E-04;0,36772;2,06E-04;0,150859;1,87E-04
422;0,258059;1,54E-04;0,278245;1,72E-04;0,279676;1,77E-04;0,268325;1,49E-04;0,286602;2,11E-04;0,260359;1,61E-04;0,262631;1,89E-04;0,275472;1,75E-04;0,267945;2,17E-04;0,281777;1,64E-04;0,252439;1,47E-04;0,256174;1,64E-04;0,242223;1,62E-04;0,222128;1,47E-04;0,371109;2,27E-04;0,146387;1,65E-04
423;0,258112;1,57E-04;0,278526;1,99E-04;0,279323;1,36E-04;0,267747;1,39E-04;0,286688;1,98E-04;0,260794;1,81E-04;0,261974;2,11E-04;0,275298;1,43E-04;0,267992;1,44E-04;0,281754;1,34E-04;0,251102;1,41E-04;0,254315;1,43E-04;0,241184;1,78E-04;0,221004;1,09E-04;0,37388;2,19E-04;0,141539;1,78E-04
424;0,258867;1,59E-04;0,279171;2,33E-04;0,280375;1,41E-04;0,268063;1,91E-04;0,287375;2,33E-04;0,261094;1,12E-04;0,262268;1,91E-04;0,275568;1,80E-04;0,268477;1,39E-04;0,282575;1,47E-04;0,251048;1,36E-04;0,25356;1,85E-04;0,239876;1,30E-04;0,219605;1,60E-04;0,377618;2,09E-04;0,137405;1,16E-04
425;0,259099;1,31E-04;0,279723;2,35E-04;0,280108;1,54E-04;0,268658;1,79E-04;0,287468;1,87E-04;0,261131;1,26E-04;0,261984;1,60E-04;0,275854;2,37E-04;0,268367;1,42E-04;0,282917;1,53E-04;0,250122;1,44E-04;0,252379;1,23E-04;0,238981;1,17E-04;0,218461;2,26E-04;0,380643;2,37E-04;0,132448;1,42E-04
426;0,259608;1,54E-04;0,280098;2,06E-04;0,281457;1,82E-04;0,2695;1,74E-04;0,287966;2,63E-04;0,261434;2,02E-04;0,262079;2,03E-04;0,276328;1,72E-04;0,269049;1,46E-04;0,283814;2,00E-04;0,249603;1,50E-04;0,251286;1,31E-04;0,237236;1,29E-04;0,216753;2,19E-04;0,384993;3,23E-04;0,128375;1,57E-04
427;0,260196;1,86E-04;0,280884;1,64E-04;0,281624;1,29E-04;0,271021;1,75E-04;0,287962;1,78E-04;0,262279;1,76E-04;0,262334;1,49E-04;0,276098;1,02E-04;0,268917;1,43E-04;0,283829;1,36E-04;0,24941;2,00E-04;0,251096;1,60E-04;0,236563;1,37E-04;0,214997;1,72E-04;0,389506;2,25E-04;0,12352;1,53E-04
428;0,260322;1,33E-04;0,281328;2,44E-04;0,28209;1,41E-04;0,270457;2,60E-04;0,28804;1,52E-04;0,261787;2,01E-04;0,261878;1,71E-04;0,276408;1,46E-04;0,269122;1,87E-04;0,28445;1,38E-04;0,247908;2,00E-04;0,249215;2,57E-04;0,234808;1,29E-04;0,2142;1,56E-04;0,392387;2,28E-04;0,11958;1,52E-04
429;0,260408;1,85E-04;0,281968;1,98E-04;0,282814;1,45E-04;0,271756;2,00E-04;0,288348;1,90E-04;0,262539;2,13E-04;0,262083;2,09E-04;0,2767;2,34E-04;0,268974;1,46E-04;0,284982;1,83E-04;0,247948;1,71E-04;0,248796;1,66E-04;0,23381;1,67E-04;0,212289;1,62E-04;0,396434;2,25E-04;0,114852;1,36E-04
430;0,260838;1,49E-04;0,282482;1,95E-04;0,28289;1,72E-04;0,271874;1,83E-04;0,288519;1,86E-04;0,262439;2,34E-04;0,261501;2,68E-04;0,276514;1,97E-04;0,268837;1,29E-04;0,285153;2,31E-04;0,246681;1,68E-04;0,247482;1,40E-04;0,232942;1,35E-04;0,211178;1,78E-04;0,399114;2,77E-04;0,11095;1,32E-04
431;0,2603;1,69E-04;0,281653;2,14E-04;0,282443;2,14E-04;0,269349;1,70E-04;0,288001;1,70E-04;0,261548;1,73E-04;0,260352;2,78E-04;0,275395;2,27E-04;0,268113;1,50E-04;0,284038;1,50E-04;0,245025;1,50E-04;0,244715;1,67E-04;0,230443;1,31E-04;0,209676;1,80E-04;0,399661;2,61E-04;0,106306;1,46E-04
432;0,259953;2,25E-04;0,281714;2,69E-04;0,28208;2,27E-04;0,269513;1,98E-04;0,288174;2,04E-04;0,261426;1,56E-04;0,260013;1,98E-04;0,275139;2,17E-04;0,268137;1,77E-04;0,284394;1,76E-04;0,244154;1,68E-04;0,243712;1,98E-04;0,228995;1,28E-04;0,208289;1,71E-04;0,40277;2,38E-04;0,101999;1,72E-04
433;0,260349;2,09E-04;0,282632;2,11E-04;0,283199;2,26E-04;0,272081;2,56E-04;0,288564;1,66E-04;0,262341;1,90E-04;0,260469;1,61E-04;0,276128;2,18E-04;0,268299;1,69E-04;0,285494;2,38E-04;0,244397;2,05E-04;0,24374;2,13E-04;0,228421;1,20E-04;0,206678;1,60E-04;0,406619;2,28E-04;9,89E-02;1,52E-04
434;0,260733;1,25E-04;0,282566;1,41E-04;0,283351;1,53E-04;0,271753;2,11E-04;0,288123;2,33E-04;0,261978;2,12E-04;0,259665;1,43E-04;0,275514;1,76E-04;0,267819;1,45E-04;0,284887;1,91E-04;0,243246;1,47E-04;0,242251;1,59E-04;0,227526;1,35E-04;0,205293;1,45E-04;0,408942;2,00E-04;9,49E-02;8,66E-05
435;0,260787;1,78E-04;0,282419;2,08E-04;0,282897;1,42E-04;0,271031;2,09E-04;0,287666;2,12E-04;0,261622;2,63E-04;0,259303;1,42E-04;0,274892;1,60E-04;0,267617;1,51E-04;0,284702;1,77E-04;0,24226;1,56E-04;0,241037;2,38E-04;0,225805;2,44E-04;0,204148;1,66E-04;0,410751;2,61E-04;9,16E-02;1,09E-04
436;0,26036;2,39E-04;0,28283;2,61E-04;0,282722;2,18E-04;0,271247;1,94E-04;0,287862;2,20E-04;0,261778;2,34E-04;0,259154;2,13E-04;0,274819;2,09E-04;0,267269;1,85E-04;0,284941;1,90E-04;0,241526;1,85E-04;0,239685;2,20E-04;0,224967;1,92E-04;0,203063;1,69E-04;0,412838;3,22E-04;8,82E-02;1,43E-04
437;0,259962;1,90E-04;0,282416;2,29E-04;0,282897;2,86E-04;0,270878;1,75E-04;0,287644;2,37E-04;0,26124;2,04E-04;0,258471;1,93E-04;0,274593;2,75E-04;0,267193;2,09E-04;0,2844;2,61E-04;0,240548;2,08E-04;0,23843;2,14E-04;0,223666;1,47E-04;0,201603;2,10E-04;0,414515;2,27E-04;8,50E-02;1,77E-04
438;0,260158;1,88E-04;0,28246;2,08E-04;0,28281;1,81E-04;0,27107;1,61E-04;0,287134;1,96E-04;0,260978;1,80E-04;0,257941;1,88E-04;0,274577;2,17E-04;0,266839;2,37E-04;0,284443;2,27E-04;0,239699;2,04E-04;0,237414;1,60E-04;0,222624;1,40E-04;0,200268;1,43E-04;0,416273;1,47E-04;8,19E-02;1,94E-04
439;0,259819;1,45E-04;0,282275;2,25E-04;0,282305;2,25E-04;0,270243;1,56E-04;0,286882;1,92E-04;0,260432;1,67E-04;0,257067;1,76E-04;0,2738;1,39E-04;0,266629;2,50E-04;0,283928;1,37E-04;0,238467;1,63E-04;0,23616;1,51E-04;0,221253;1,59E-04;0,199261;1,49E-04;0,417298;2,38E-04;7,90E-02;1,63E-04
440;0,259685;1,11E-04;0,28219;1,58E-04;0,282101;1,91E-04;0,270744;1,31E-04;0,286683;1,38E-04;0,260506;2,06E-04;0,257168;1,84E-04;0,273476;1,98E-04;0,266164;2,16E-04;0,284245;1,11E-04;0,238454;1,28E-04;0,235711;1,08E-04;0,220553;1,80E-04;0,198194;1,59E-04;0,419369;3,04E-04;7,69E-02;1,59E-04
441;0,259517;1,52E-04;0,282278;1,63E-04;0,282132;1,50E-04;0,271053;1,20E-04;0,286191;2,07E-04;0,260128;2,20E-04;0,256512;1,50E-04;0,273004;2,11E-04;0,265513;1,66E-04;0,283344;1,27E-04;0,237797;1,14E-04;0,235094;1,15E-04;0,219553;1,80E-04;0,196627;1,80E-04;0,420544;2,96E-04;7,39E-02;1,51E-04
442;0,259221;2,14E-04;0,28142;2,60E-04;0,281052;1,74E-04;0,269229;1,46E-04;0,285393;2,87E-04;0,259295;2,82E-04;0,255403;1,61E-04;0,272325;1,69E-04;0,264956;1,32E-04;0,283082;1,58E-04;0,236118;1,50E-04;0,233317;1,76E-04;0,218414;1,79E-04;0,196231;2,18E-04;0,420442;2,08E-04;7,20E-02;1,46E-04
443;0,258269;1,55E-04;0,280808;2,20E-04;0,280643;1,26E-04;0,268944;1,55E-04;0,284877;2,38E-04;0,258694;2,66E-04;0,254869;1,63E-04;0,271742;1,49E-04;0,264021;1,40E-04;0,282294;1,67E-04;0,235783;1,76E-04;0,232051;1,50E-04;0,217183;1,47E-04;0,194604;1,48E-04;0,420614;1,76E-04;6,96E-02;1,45E-04
444;0,257857;1,25E-04;0,280444;1,51E-04;0,279965;1,47E-04;0,268874;1,27E-04;0,284588;1,98E-04;0,258342;2,25E-04;0,254249;2,04E-04;0,271176;1,32E-04;0,263281;1,59E-04;0,281704;1,47E-04;0,234796;1,56E-04;0,231311;1,71E-04;0,216438;1,05E-04;0,194032;1,18E-04;0,421558;1,67E-04;6,80E-02;1,92E-04
445;0,25735;1,72E-04;0,279991;1,53E-04;0,279537;1,93E-04;0,267392;1,74E-04;0,283751;2,36E-04;0,257865;1,61E-04;0,253591;1,70E-04;0,270197;1,37E-04;0,262594;2,02E-04;0,281391;1,47E-04;0,233675;1,24E-04;0,230104;1,54E-04;0,215172;1,39E-04;0,192708;1,50E-04;0,421136;1,61E-04;6,61E-02;1,35E-04
446;0,257154;2,09E-04;0,27919;1,93E-04;0,279008;1,85E-04;0,267486;2,33E-04;0,283041;2,70E-04;0,256985;2,32E-04;0,252779;1,77E-04;0,269525;1,60E-04;0,262249;1,74E-04;0,280325;2,71E-04;0,233111;1,78E-04;0,22952;1,89E-04;0,214682;1,71E-04;0,192117;1,62E-04;0,421667;2,39E-04;6,45E-02;1,63E-04
447;0,255724;1,76E-04;0,278736;2,71E-04;0,277825;1,93E-04;0,266154;2,66E-04;0,281965;3,51E-04;0,255918;2,36E-04;0,251839;2,09E-04;0,268741;1,81E-04;0,261516;1,70E-04;0,279971;2,38E-04;0,231844;1,71E-04;0,228266;1,80E-04;0,213678;2,01E-04;0,191635;1,99E-04;0,420164;3,20E-04;6,32E-02;1,60E-04
448;0,255282;2,42E-04;0,278039;3,09E-04;0,277508;2,61E-04;0,265347;3,01E-04;0,281606;2,16E-04;0,25531;2,61E-04;0,251165;1,83E-04;0,267974;2,15E-04;0,260857;2,06E-04;0,27891;1,93E-04;0,231508;2,05E-04;0,227578;1,88E-04;0,212608;1,78E-04;0,190399;1,94E-04;0,420909;2,30E-04;6,20E-02;1,55E-04
449;0,254917;1,99E-04;0,277333;1,91E-04;0,27675;3,31E-04;0,265283;2,48E-04;0,28123;1,84E-04;0,254814;1,83E-04;0,250574;2,01E-04;0,26753;1,61E-04;0,26006;2,15E-04;0,278778;1,64E-04;0,230355;1,40E-04;0,226924;1,32E-04;0,212022;1,70E-04;0,189888;1,64E-04;0,419902;2,84E-04;6,09E-02;1,22E-04
450;0,253648;2,01E-04;0,276174;1,86E-04;0,275695;2,54E-04;0,263842;2,81E-04;0,279938;2,54E-04;0,253706;1,93E-04;0,249552;2,14E-04;0,266343;2,28E-04;0,259102;2,81E-04;0,277147;1,97E-04;0,22966;1,79E-04;0,225325;1,78E-04;0,210772;2,14E-04;0,188952;2,50E-04;0,41827;2,69E-04;6,01E-02;1,81E-04
451;0,2529;2,37E-04;0,275269;2,16E-04;0,274521;2,25E-04;0,262949;2,57E-04;0,279346;2,98E-04;0,252641;2,30E-04;0,248571;2,66E-04;0,265686;2,37E-04;0,258274;3,21E-04;0,276459;2,70E-04;0,228626;2,41E-04;0,224602;2,45E-04;0,210381;2,04E-04;0,188501;2,62E-04;0,417573;2,89E-04;5,95E-02;2,21E-04
452;0,251889;2,20E-04;0,274097;1,78E-04;0,273918;1,76E-04;0,261997;1,72E-04;0,278037;2,27E-04;0,25164;2,21E-04;0,247551;1,96E-04;0,264313;2,47E-04;0,257227;2,31E-04;0,275383;2,87E-04;0,227449;1,90E-04;0,223414;1,93E-04;0,209309;1,67E-04;0,187189;1,94E-04;0,415786;2,97E-04;5,88E-02;1,51E-04
453;0,250765;2,04E-04;0,273017;2,11E-04;0,272257;1,59E-04;0,260502;1,81E-04;0,276667;2,53E-04;0,25038;1,86E-04;0,246271;1,48E-04;0,26293;3,33E-04;0,255928;2,04E-04;0,274124;2,09E-04;0,225948;1,57E-04;0,222531;1,59E-04;0,208177;2,08E-04;0,186847;1,50E-04;0,414143;3,40E-04;5,81E-02;1,45E-04
